PIT TAG,DATE,Time,RESEARCHER,RECAP,CAUGHT 2022,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEMP,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,NOrthing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,OVA COUNT,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,RATTLE,FOOD,POOP,COMMENTS
9.82091E+14,4/22/2022,14:15,CRH LPW,NO,NO,RATTLE,SUN/CLOUD,30%,20.2,23.2,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,GRAY,27.7,126,112,14,F,NEONATAL,NA,NA,NO,14:55,4/22/2022,RC DEN,0,BUTTON,NO,NO,
4462123422,4/22/2022,14:15,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,30%,20.2,23.2,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,GRAY,66.6,344,112,232,F,ADULT,NONGRAVID,NA,NO,14:24,4/22/2022,RC DEN,0,"9 BROKEN, 1 SINCE 2021",NO,NO,FIRST CAUGHT IN 2004
0A13677561,4/22/2022,14:15,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,30%,20.2,23.2,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,GRAY,63.8,339,112,227,F,ADULT,GRAVID,4,NO,14:32,4/22/2022,RC DEN,0,"7 BROKEN, 2 SINCE 2020",NO,NO,
0A180D5F47,4/22/2022,14:15,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,30%,20.2,23.2,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,GRAY,64,244,112,132,F,ADULT,POSTPARTUM,NA,NO,14:38,4/22/2022,RC DEN,0,"7 BROKEN, 1 SINCE 2021",NO,NO,
9.82091E+14,4/22/2022,14:15,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,30%,20.2,23.2,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,GRAY,28.3,139,112,27,F,NEONATAL,NA,NA,NO,14:42,4/22/2022,RC DEN,0,BUTTON,NO,NO,
9.89001E+14,4/22/2022,14:15,CRH LPW,YES,YES,RATTLE,SUN/CLOUD,30%,20.2,23.2,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,GRAY,76.7,420,112,308,M,ADULT,NA,NA,NO,9:36,28-04-2022,RC DEN,6,10 BROKEN ,NO,NO,"TELEMETRY SNAKE ""WEEDLE"""
9.89001E+14,4/22/2022,14:15,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,30%,20.2,23.2,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,73.6,328,57,271,M,ADULT,NA,NA,NO,9:36,28-04-2022,RC DEN,6,"3 BROKEN, 1 SINCE 2021",NO,NO,"TELEMETRY SNAKE ""WIGGLYTUFF"""
9.82091E+14,4/24/2022,13:05,CRH LPW RR,NO,NO,RATTLE,SUN,5%,21.4,27.2,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,PAISLEY,41.7,136,83,53,F,JUVENILE,NA,NA,NO,13:17,4/24/2022,DEN 26,0,1 + BUTTON,NO,NO,
9.82091E+14,4/24/2022,13:05,CRH LPW RR,NO,NO,RATTLE,SUN,5%,21.4,27.2,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,GOLD,53.2,178,57,121,M,SUB ADULT,NA,NA,NO,14:49,4/24/2022,DEN 26,0,3 + BUTTON,NO,NO,
9.82091E+14,4/24/2022,15:50,CRH LPW RR,NO,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,40,100,57,43,M,JUVENILE,NA,NA,NO,16:09,4/24/2022,DEN 27,0,2 + BUTTON,NO,NO,
9.82091E+14,4/24/2022,15:50,CRH LPW RR,NO,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,43.4,124,57,67,M,JUVENILE,NA,NA,NO,16:21,4/24/2022,DEN 27,0,1+ BUTTON,NO,NO,
9.82091E+14,4/24/2022,15:50,CRH LPW RR,NO,YES,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,38.9,93,57,36,F,JUVENILE,NA,NA,NO,16:30,4/24/2022,DEN 27,0,"2 + BUTTON, 1 SINCE 2020",NO,NO,
9.82091E+14,4/24/2022,15:50,CRH LPW RR,NO,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,52.3,148,57,91,M,SUB ADULT,NA,NA,NO,16:38,4/24/2022,DEN 27,0,5 + BUTTON,NO,NO,
9.82091E+14,4/24/2022,13:05,CRH LPW RR,NO,NO,RATTLE,SUN,5%,24.5,26.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,#VALUE!,5437180,DEN 26,BEIGE,38.3,119,73,46,M,JUVENILE,NA,NA,NO,13:40,4/24/2022,DEN 26,0,1 BROKEN,NO,NO,
9.82091E+14,4/24/2022,13:05,CRH LPW RR,NO,NO,RATTLE,SUN,5%,24.5,26.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,GOLD,63.7,219,57,162,F,ADULT,POSTPARTUM,NA,NO,14:00,4/24/2022,DEN 26,0,6 BROKEN,NO,NO,
9.82091E+14,4/24/2022,15:50,CRH LPW RR,NO,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,BEIGE,88.1,464,72,392,M,ADULT,NA,NA,NO,17:57,4/24/2022,DEN 27,0,5 BROKEN,NO,NO,
9.82091E+14,4/24/2022,15:50,CRH LPW RR,NO,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,72,291,57,234,M,ADULT,NA,NA,NO,10:44,28-04-2022,DEN 27,4,9 + BUTTON,NO,NO,"TELEMETRY SNAKE ""PIKACHU"""
9.82091E+14,4/24/2022,15:50,CRH LPW RR,NO,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,71,66.9,251,58,193,M,ADULT,NA,NA,NO,17:29,4/24/2022,DEN 27,0,7 BROKEN,NO,NO,
9.89001E+14,4/24/2022,13:05,CRH LPW RR,YES,NO,RATTLE,SUN,5%,21.4,27.2,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,GOLD,63.9,223,57,166,F,ADULT,POSTPARTUM,NA,NO,14:33,4/24/2022,DEN 26,0,"3 BROKEN, 1 SINCE 2021",NO,NO,
9.82091E+14,4/24/2022,13:05,CRH LPW RR,YES,NO,RATTLE,SUN,5%,24.5,26.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,PAISLEY,71.4,323,83,240,M,ADULT,NA,NA,NO,,4/24/2022,DEN 26,0,"8 BROKEN, 4 SINCE 2020",NO,NO,
9.89001E+14,4/24/2022,13:05,CRH LPW RR,YES,NO,RATTLE,SUN,5%,24.5,26.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,GOLD,62,183,57,126,F,ADULT,POSTPARTUM,NA,NO,14:06,4/24/2022,DEN 26,0,7 BROKEN. 1 SINCE 2021,NO,NO,
9.82091E+14,4/24/2022,13:05,CRH LPW RR,YES,NO,RATTLE,SUN,5%,24.5,26.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,GOLD,48.1,124,57,67,F,SUB ADULT,NA,NA,NO,14:16,4/24/2022,DEN 26,0,"3 + BUTTON, 1 SINCE 2021",NO,NO,CAUGHT LAST YEAR AT DEN 27
9.89001E+14,4/24/2022,13:05,CRH LPW RR,YES,NO,RATTLE,SUN,5%,24.5,26.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320934,5437180,DEN 26,GOLD,68.2,329,57,272,F,ADULT,GRAVID,,NO,14:27,4/24/2022,DEN 26,0,"6 BROKEN, 1 SINCE 2021",NO,NO,LOOKS/FEELS GRAVID BUT OVA ARE NOT DISTINCT 
9.82091E+14,4/24/2022,15:50,CRH LPW RR,YES,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,56.3,145,57,88,F,ADULT,NONGRAVID,NA,NO,16:43,4/24/2022,DEN 27,0,7 BROKEN. 0 SINCE 2021,NO,NO,
9.89001E+14,4/24/2022,15:50,CRH LPW RR,YES,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,68.4,225,57,168,F,ADULT,POSTPARTUM,NA,NO,17:04,4/24/2022,DEN 27,0,"8 BROKEN, 2 SINCE 2020",NO,NO,
9.89001E+14,4/24/2022,15:50,CRH LPW RR,YES,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,72,82.5,431,58,373,M,ADULT,NA,NA,NO,10:44,28-04-2022,DEN 27,4,"9 BROKEN, 1 SINCE 2021",NO,NO,"2016 TELEMETRY SNAKE ""LIMA"" - RETRACKING"
9.82091E+14,4/24/2022,15:50,CRH LPW RR,YES,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,GRAY,92.8,484,107,377,M,ADULT,NA,NA,NO,10:44,28-04-2022,DEN 27,4,"9 BROKEN, 0 SINCE 2021",NO,NO,"TELEMETRY SNAKE ""ARBOK"""
9.89001E+14,4/24/2022,15:50,CRH LPW RR,YES,NO,RATTLE,SUN,10%,24.5,26.6,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,DEN 27,320852,5437481,DEN 27,BEIGE,81.3,331,73,258,M,ADULT,NA,NA,NO,10:44,28-04-2022,DEN 27,4,"11 BROKEN, 3 SINCE 2020",NO,NO,"2016 TELEMETRY SNAKE ""HOTEL"" - RETRACKING"
9.82126E+14,4/25/2022,11:35,CRH LPW,YES,NO,GOPHER,SUN/CLOUD,60%,17.2,20.5,SIGHT,MOVING,OPEN PINE,ON ROCKS,RC CREAK CROSSING,322393,5435457,---,PAISLEY,84.3,224,83,141,F,ADULT,NONGRAVID,NA,,11:43,4/25/2022,,0,NA,NO,NO,
9.89001E+14,4/25/2022,12:20,CRH LPW,NO,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,59.6,287,57,230,F,ADULT,GRAVID,4,NO,12:35,4/25/2022,RC DEN,0,"7 BROKEN, 2 SINCE 2020",NO,NO,
9.82091E+14,4/25/2022,12:20,CRH LPW,NO,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,51.3,191,57,134,F,ADULT,GRAVID,4,NO,13:57,4/25/2022,RC DEN,0,3 BROKEN,NO,NO,VERY SMALL TO BE GRAVID
9.82091E+14,4/25/2022,12:20,CRH LPW,NO,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,36.4,95,57,38,M,JUVENILE,NA,NA,NO,14:15,4/25/2022,RC DEN,0,1 + BUTTON,NO,NO,
9.82091E+14,4/25/2022,10:55,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.2,20.5,SOUND,MOVING,TALUS/PINE,IN SAGE,INT. TRAIL SHED SIGHT,322307,5435272,---,GOLD,58.3,244,57,187,F,ADULT,GRAVID,4,,11:08,4/25/2022,INT. TRAIL SHED SITE,0,"5 + BUTTON, A SINCE 2020",NO,NO,
9.82126E+14,4/25/2022,11:00,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.2,20.5,SIGHT,BASKING,TALUS/PINE,ON ROCKS,INT. TRAIL SHED SIGHT,322307,5435272,---,GOLD,55.9,222,57,165,F,ADULT,GRAVID,6,,11:15,4/25/2022,INT. TRAIL SHED SITE,0,"4 + BUTTPM, 3 SINCE 2019",NO,NO,
9.82091E+14,4/25/2022,11:52,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,TALUS,IN ROCKS,PINE BELOW RC DEN,322453,5435539,RC DEN,GOLD,60.4,219,57,162,M,ADULT,NA,NA,,12:01,4/25/2022,RC DEN,0,"5 + BUTTON, 0 SINCE 2021",NO,NO,
9.89001E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,77.5,369,57,312,M,ADULT,NA,NA,NO,12:44,4/25/2022,RC DEN,0,4 BROKEN,NO,NO,
9.89001E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,74.1,347,57,290,M,ADULT,NA,NA,NO,12:50,4/25/2022,RC DEN,0,"8 BROKEN, 1 SINCE 2021",NO,NO,
9.89001E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,68.7,292,57,235,F,ADULT,GRAVID,4,NO,12:58,4/25/2022,RC DEN,0,"8 BROKEN, 1 SINCE 2021",NO,NO,
9.82091E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,50.3,161,57,104,F,SUB ADULT,NA,NA,NO,13:34,4/25/2022,RC DEN,0,"4 + BUTTON, 1 SINCE 2021",NO,NO,
9.82126E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,61.7,194,57,137,M,ADULT,NA,NA,NO,13:39,4/25/2022,RC DEN,0,0 BROKEN (LIVE ONLY) ,NO,NO,
9.89001E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,64.3,235,57,178,F,ADULT,NONGRAVID,NA,NO,13:46,4/25/2022,RC DEN,0,"7 BROKEN, 2 SINCE 2020",NO,NO,"2017 TELE SNAKE ""LUNA"" - HEALTHY"
9.82091E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,28.3,79,57,22,M,NEONATAL,NA,NA,NO,14:05,4/25/2022,RC DEN,0,"BUTTON, 0 SINCE 2021",NO,NO,
4C132C3146,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,78,374,57,317,M,ADULT,NA,NA,NO,14:22,4/25/2022,RC DEN,0,"4 BROKEN, 2 SINCE 2021",NO,NO,
9.89001E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,62.4,209,57,152,M,ADULT,NA,NA,NO,14:30,4/25/2022,RC DEN,0,"7 BROKEN, 2 SINCE 2020",NO,NO,
9.00254E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,59.8,174,57,117,F,ADULT,NA,NA,NO,14:37,4/25/2022,RC DEN,0,"7 BROKEN, 3 SINCE 2019",NO,NO,
9.82126E+14,4/25/2022,12:20,CRH LPW,YES,NO,RATTLE,SUN/CLOUD,60%,17.8,19.8,SIGHT,BASKING,ROCK OUTCROP,ON ROCKS,RC DEN,322479,5435557,RC DEN,GOLD,59.9,214,57,157,M,ADULT,NA,NA,NO,14:44,4/25/2022,RC DEN,0,"6 BROKEN, 3 SINCE 2020",NO,NO,"""CHAD"""
9.82091E+14,5/4/2022,12:54,LPW JSP,NO,NO,RATTLE,CLOUD,90%,17.5,29.3,SOUND,HIDING,TRAIL,IN SAGE,NORTH DESERT TRAIL,321416,5435123,,GOLD,63.6,220,57,163,F,ADULT,POSTPARTUM,,NO,13:03,5/4/2022,,0,8 BROKEN,NO,NO,
9.82126E+14,5/4/2022,10:33,LPW JSP,YES,NO,RATTLE,CLOUD,90%,20.8,22.3,SIGHT,COILED,TRAIL,IN SAGE,NORTH DESERT TRAIL,321416,5435617,,GOLD,55.7,230,57,173,F,ADULT,POSTPARTUM,NA,NO,10:42,5/4/2022,NORTH DESERT TRAIL,0,5 + BUTTON,NO,NO,
9.00254E+14,5/4/2022,13:39,LPW JSP,YES,NO,RATTLE,CLOUD,90%,23.2,27.2,SOUND,HIDING,TRAIL,IN SAGE,INT. TRAIL NEAR PIT HOUSE CONSTRUCTION,322085,5435123,,GOLD,63.4,280,57,223,F,ADULT,GRAVID,3,NO,13:35,5/4/2022,,0,"8 BROKEN, 3 SINCE 2019",NO,NO,
9.82091E+14,5/8/2022,15:13,LPW JMB,NO,NO,RATTLE,CLOUD,95%,16,27.6,SIGHT,BASKING,TALUS,ON ROCKS ,RC DEN,322479,5435557,RC DEN,GOLD,41.5,112,57,55,M,JUVENILE,NA,NA,NO,15:56,5/8/2022,RC DEN,0,1 + BUTTON,NO,NO,
9.82091E+14,5/8/2022,15:13,LPW JMB,NO,NO,RATTLE,CLOUD,95%,16,27.6,SIGHT,BASKING,TALUS,ON ROCKS ,RC DEN,322479,5435557,RC DEN,7,27.8,63,55,8,M,NEONATAL,NA,NA,NO,16:11,5/8/2022,RC DEN,0,BUTTON,NO,NO,
9.89001E+14,5/8/2022,13:02,LPW JMB,YES,NO,RATTLE,CLOUD,40%,19.1,21.8,SOUND,HIDING,TALUS,IN ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,62.7,191,57,134,F,ADULT,POSTPARTUM,NA,NO,13:24,5/8/2022,DEN 27,0,"6 BROKEN, 1 SINCE 2021",NO,NO,
9.8212E+14,5/8/2022,15:13,LPW JMB,YES,NO,RATTLE,CLOUD,95%,16,27.6,SIGHT,BASKING,TALUS,ON ROCKS ,RC DEN,322479,5435557,RC DEN,GOLD,57.3,189,57,132,F,ADULT,NONGRAVID,NA,NO,16:21,5/8/2022,RC DEN,0,"6 + BUTTON, 1 SINCE 2021",NO,NO,
9.82126E+14,5/8/2022,15:13,LPW JMB,YES,NO,RATTLE,CLOUD,95%,16,27.6,SIGHT,BASKING,TALUS,ON ROCKS ,RC DEN,322479,5435557,RC DEN,GOLD,54.2,,,0,F,SUB ADULT,GRAVID,,NO,,5/8/2022,RC DEN,0,"4 PLUS BUTTON, 1 SINCE 2021",NO,NO,DID NOT GET WEIGHT OR COUNT OVA 
0A180D5F69,5/10/2022,14:30,LPW JMB,YES,NO,RATTLE,CLOUD,80%,19,29.9,SIGHT,HIDING,TALUS,ON ROCKS,POWERLINE BOULDERS BELOW DEN 8,322066,5435694,,PAISLEY,66,292,83,209,F,ADULT,POSTPARTUM,NA,,14:37,5/10/2022,,0,"9 BROKEN, 0 SINCE 2021",NO,NO,
9.82091E+14,5/11/2022,13:50,LPW JMB,NO,YES,RATTLE,SUN,5%,20.3,36.7,SIGHT,HIDING,TALUS,IN ROCKS,DEN 26,320934,5437180,DEN 26,PAISLEY,71.9,301,83,218,F,ADULT,POSTPARTUM,NA,NO,14:20,5/11/2022,DEN 26,0,8 + BUTTON,NO,NO,
9.82091E+14,5/11/2022,14:55,LPW JMB,NO,YES,RATTLE,SUN,5%,23.5,31.5,SOUND,HIDING,NORTH DESERT,UNDER SAGE,NORTH DESERT TRAIL,321424,5435840,,PAISLEY,60,271,83,188,F,ADULT,GRAVID,1,,15:15,5/11/2022,,0,4 BROKEN,NO,NO,UNSURE IF GRAVID
9.82091E+14,5/11/2022,15:44,LPW JMB,YES,YES,RATTLE,SUN,5%,22.6,26.3,SOUND,HIDING,TALUS,IN ROCKS,DEN 8 POWERLINES,322028,5435708,,PAISLEY,57.7,212,83,129,F,ADULT,POSTPARTUM,NA,,15:55,5/11/2022,,0,4 BROKEN,NO,NO,
9.82091E+14,5/17/2022,16:35,LPW JMB,NO,NO,RATTLE,CLOUD,70%,21.6,25.4,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6,GOLD,43.8,121,57,64,M,SUB ADULT,NA,NA,NO,17:22,5/17/2022,DEN 6,0,1 + BUTTON,NO,NO,
9.82091E+14,5/17/2022,16:35,LPW JMB,NO,NO,RATTLE,CLOUD,70%,21.6,25.4,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6,BEIGE,39,139,83,56,F,JUVENILE,NA,NA,NO,17:22,5/17/2022,DEN 6,0,1 + BUTTON,NO,NO,
9.82091E+14,5/17/2022,16:30,LPW JMB,YES,NO,RATTLE,CLOUD,70%,21.6,25.4,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,50.2,106,57,49,M,SUB ADULT,NA,NA,NO,16:45,5/17/2022,DEN 6,0,"3 + BUTTON, 1 SINCE 2021",NO,NO,
9.82091E+14,5/17/2022,16:30,LPW JMB,YES,NO,RATTLE,CLOUD,70%,21.6,25.4,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6 ,322936,5435286,DEN 6,GOLD,47.4,139,57,82,M,SUB ADULT,NA,NA,NO,16:55,5/17/2022,DEN 6,0,"3 + BUTTON, 2 SINCE 2021",NO,NO,
9.82126E+14,5/17/2022,18:19,LPW JMB,YES,NO,RATTLE,CLOUD ,80%,14.2,16,SIGHT,HIDING,GOLF COURSE,UNDER SAGE,GOLF COURSE TRAIL BETWEEN HOLE 2 AND 6 ,322344,5434929,,GOLD,65,269,57,212,F,ADULT,POSTPARTUM,NA,NO,18:24,5/17/2022,10M OFF TRAIL,0,"6 BROKEN, 2 SINCE 2021",NO,NO,
9.82091E+14,5/18/2022,16:09,LPW JMB,NO,NO,GOPHER,SUN,15%,26.6,30.4,SIGHT,BASKING,TALUS,ON ROCKS,CAMPGROUND BIN,,,,GOLD,76.7,256,57,199,F,ADULT,NA,NA,YES,,5/18/2022,,0,NA,NO,NO,JUST SHED
9.82091E+14,5/18/2022,12:56,LPW JMB,NO,NO,RATTLE,CLOUD,80%,18.5,20.2,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,26.7,72,57,15,F,NEONATAL,NA,NA,NO,13:55,5/18/2022,DEN 27,0,BUTTON,NO,NO,
4462123422,5/18/2022,15:25,LPW JMB,YES,YES,RATTLE,Sun,15%,26.6,30.4,sight,Moving,Fence line,grass,Snk fence by refugia 3,321562,5434836,,,,,,0,F,,,,YES,3:42,5/18/2022,Riparian ,0,,,,
9.82091E+14,5/18/2022,12:57,LPW JMB,NO,NO,RATTLE ,CLOUD,80%,18.5,20.2,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,28.8,78,57,21,F,NEONATAL,NA,NA,NO,13:45,5/18/2022,DEN 27,0,BUTTON,NO,NO,
9.82091E+14,5/18/2022,13:00,LPW JMB,NO,NO,RATTLE ,CLOUD,80%,18.5,20.2,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,GOLD,42.4,119,57,62,F,JUVENILE,NA,NA,NO,13:27,5/18/2022,DEN 27,0,3 + BUTTON,NO,NO,
9.82126E+14,5/20/2022,,LPW JMB,YES,,GOPHER,Sun,70%%,19.1,24.1,---,---,---,---,Construction site,---,---,---,Gold,82.5,321,57,264,,Adult,NA,,YES,12:32,5/20/2022,Bridge ,0,NA,NO,NO,
9.82126E+14,5/20/2022,10:23,LPW JMB,YES,,RATTLE,Sun,70%,19.1,24.1,sight,basking,talus,on rock,RC den,322479,5435557,---,Gold,52.2,170,57,113,F,Subadult,NA,,NO,10:41,5/20/2022,Same,0,4+ button,NO,NO,BROUGHT IN BY CONSTRUCTION WORKER
9.82091E+14,5/24/2022,4:19,LPW JMB,YES,,GOPHER,cloud,100%,27.5,28.7,sight,basking,fence,grass,other side of fence,321877,5434808,---,gold,85.6,311,57,254,m,adult,NA,,YES,16:30,5/24/2022,riparian ,0,NA,NO,NO,
4c732a7154m,5/24/2022,16:19,LPW JMB,YES,,GOPHER,cloud,100%,27.5,28.7,sight,basking,fence,grass,other side of fence,321877,5434808,---,pasiley,90.2,460,83,377,f,adult,NA,,YES,16:30,5/24/2022,riparian ,0,NA,YES,NO,Recently ate bird eggs
9.89001E+14,5/24/2022,14:46,LPW JMB,YES,,RACER,cloud,100%,27.5,28.7,sight,moving,fence,grass,snk fence between refuge 2 and 3,10321442,5435240,---,beige,56.8,148,80,68,m,Adult,NA,,YES,,5/24/2022,Riparian ,0,NA,NO,NO,
9.89001E+14,5/24/2022,14:46,LPW JMB,YES,,RACER,cloud,100%,27.5,28.7,sight,moving,fence,grass,snk fence above campground,321442,5435240,---,beige,64.6,151,80,71,F,adult,NOngravid,,YES,,5/24/2022,riparian ,0,NA,NO,NO,
9.82091E+14,5/24/2022,15:44,LPW JMB,YES,,RACER,cloud,100%,27.5,28.7,sight,moving,fence,grass,fence at refuge 1,321748,5434686,---,paisley,54.6,228,83,145,m,adult,NA,,YES,,5/24/2022,riparian ,0,NA,NO,NO,
9.82091E+14,5/24/2022,12:00,LPW JMB,NO,NO,RATTLE,Cloud,60%,21.1,21.7,sight,basking,talus,on rock,Den 27,320852,5437481,---,gold,26.4,72,57,15,f?,neoNAte,NA,,NO,12:50,5/24/2022,same,0,button,NO,NO,"construction worker brought in sNAke, didnt probe as in system but canNOt find in data"
9.82091E+13,5/24/2022,12:30,LPW JMB,YES,,RATTLE,Cloud,60%,21.1,21.7,sight,basking,talus,on rock,Den 27,320852,5437481,---,gold,38.8,100,57,43,F,juvinile,NA,,NO,12:56,5/24/2022,same,0,1 + button,NO,NO,
9.00254E+14,5/25/2022,11:20,LPW JMB,YES,,GOPHER,cloud,60%,19.7,24.1,sight,moving,grass,grass,7th box shed site,,,---,gold,87.8,305,57,248,f,adult,NOngravid,,NO,11:23,5/25/2022,same,0,NA,NO,NO,
